employee_program_id,employee_id,program_id,enrollment_date,completion_date,participation_status,completion_score
EP001307,E03164,P018,2026-05-17,2026-07-19,Completed,85.98
EP001308,E04058,P030,2026-08-11,,In Progress,
EP001309,E01216,P024,2025-03-30,2025-05-05,Completed,84.92
EP001310,E02465,P008,2024-09-28,2024-10-04,Completed,82.53
EP001311,E01689,P031,2026-08-04,,In Progress,
EP001312,E02265,P027,2025-02-10,,Enrolled,
EP001313,E04380,P013,2025-08-03,2025-08-03,Completed,91.15
EP001314,E03776,P025,2024-07-23,2024-09-12,Completed,77.69
EP001315,E04285,P013,2025-07-20,2025-07-25,Completed,74.79
EP001316,E02097,P038,2025-03-25,2025-03-28,Completed,64.28
EP001317,E03976,P024,2025-03-13,,Enrolled,
EP001318,E01456,P026,2026-08-17,,In Progress,
EP001319,E00492,P004,2025-08-30,2026-01-19,Completed,78.58
EP001320,E02117,P033,2025-01-01,,Enrolled,
EP001321,E02966,P008,2024-08-06,2024-11-04,Completed,87.3
EP001322,E01062,P010,2024-07-28,,Enrolled,
EP001323,E00946,P013,2025-08-02,,Enrolled,
EP001324,E01505,P004,2026-01-17,2026-02-12,Completed,79.53
EP001325,E03910,P014,2026-12-29,,In Progress,
EP001326,E03138,P029,2026-01-12,2026-01-19,Completed,80.52
EP001327,E02908,P004,2026-02-06,2026-02-09,Completed,99.14
EP001328,E04053,P009,2024-07-03,2024-12-08,Completed,88.31
EP001329,E00170,P014,2026-10-03,,Withdrawn,
EP001330,E00561,P008,2024-08-22,,Enrolled,
EP001331,E03491,P026,2026-08-14,2026-09-21,Completed,88.68
EP001332,E02098,P034,2025-08-11,,Enrolled,
EP001333,E01258,P034,2025-05-08,2025-06-29,Completed,79.1
EP001334,E00583,P004,2025-10-16,,Enrolled,
EP001335,E02685,P030,2026-07-21,2026-08-10,Completed,79.33
EP001336,E03639,P010,2024-07-20,,Enrolled,
EP001337,E01844,P011,2024-09-23,2024-10-09,Completed,79.9
EP001338,E02417,P015,2025-04-06,,Enrolled,
EP001339,E04305,P010,2024-07-13,,Enrolled,
EP001340,E03178,P018,2026-07-18,2026-07-20,Completed,100.0
EP001341,E03436,P016,2024-09-24,2024-11-12,Completed,81.52
EP001342,E04280,P028,2024-08-26,2024-09-08,Completed,94.19
EP001343,E01365,P021,2025-03-10,2025-03-12,Completed,80.2
EP001344,E00125,P037,2026-07-24,,Enrolled,
EP001345,E03135,P029,2026-02-12,,Enrolled,
EP001346,E04159,P003,2025-09-29,,Withdrawn,
EP001347,E00929,P021,2024-12-28,2025-03-17,Completed,92.49
EP001348,E01004,P016,2024-09-09,2024-10-28,Completed,100.0
EP001349,E00795,P011,2024-11-17,,Withdrawn,
EP001350,E04438,P034,2025-09-09,2025-09-12,Completed,74.59
EP001351,E02550,P018,2026-06-15,,Enrolled,
EP001352,E04103,P027,2025-01-30,2025-02-02,Completed,98.44
EP001353,E04885,P026,2026-07-10,2026-09-08,Completed,75.29
EP001354,E00880,P009,2024-12-19,,Enrolled,
EP001355,E00301,P003,2025-10-04,,Withdrawn,
EP001356,E02621,P017,2024-03-15,,Enrolled,
EP001357,E03150,P028,2024-05-07,2024-08-11,Completed,87.3
EP001358,E02308,P032,2024-12-04,2025-02-25,Completed,96.45
EP001359,E04472,P002,2024-08-27,2024-12-15,Completed,93.28
EP001360,E02070,P039,2026-02-28,,Enrolled,
EP001361,E02844,P014,2026-09-10,,In Progress,
EP001362,E01418,P024,2025-04-09,,Enrolled,
EP001363,E03454,P020,2025-10-26,2025-12-14,Completed,97.17
EP001364,E00587,P030,2026-08-04,,In Progress,
EP001365,E02781,P021,2025-01-19,2025-02-03,Completed,84.13
EP001366,E01979,P037,2026-06-01,,Enrolled,
EP001367,E03121,P017,2024-04-07,2024-05-30,Completed,84.86
EP001368,E02817,P014,2026-11-02,2026-11-09,Completed,91.52
EP001369,E02346,P018,2026-04-20,2026-05-06,Completed,86.05
EP001370,E03909,P003,2025-11-06,,Enrolled,
EP001371,E04630,P001,2026-01-10,,Enrolled,
EP001372,E02786,P032,2025-04-08,2025-04-20,Completed,71.51
EP001373,E04307,P037,2026-06-13,,Withdrawn,
EP001374,E03382,P011,2024-12-24,2025-03-06,Completed,89.08
EP001375,E02167,P032,2025-04-15,2025-05-03,Completed,100.0
EP001376,E04835,P004,2025-10-29,2025-11-24,Completed,75.17
EP001377,E03776,P005,2025-07-30,,Enrolled,
EP001378,E02954,P037,2026-07-18,2026-07-18,Completed,76.79
EP001379,E03515,P022,2024-12-03,,Enrolled,
EP001380,E00976,P011,2025-03-12,,Withdrawn,
EP001381,E00473,P003,2025-11-15,2025-11-29,Completed,82.74
EP001382,E00446,P033,2025-02-15,2025-03-14,Completed,81.01
EP001383,E01083,P032,2025-02-06,2025-02-07,Completed,92.88
EP001384,E03269,P015,2025-03-13,2025-04-05,Completed,89.46
EP001385,E04767,P027,2025-01-23,,Enrolled,
EP001386,E01644,P035,2024-08-04,,Enrolled,
EP001387,E03485,P019,2026-03-05,,Enrolled,
EP001388,E02516,P001,2025-12-03,2025-12-30,Completed,87.87
EP001389,E01652,P019,2025-12-01,2026-03-06,Completed,83.46
EP001390,E04466,P023,2025-08-09,2025-09-02,Completed,79.56
EP001391,E02064,P027,2025-02-12,2025-02-14,Completed,79.92
EP001392,E04724,P019,2026-03-21,,Enrolled,
EP001393,E04843,P003,2025-11-30,2025-12-06,Completed,68.44
EP001394,E03039,P002,2024-11-30,2024-12-12,Completed,86.66
EP001395,E02306,P032,2025-01-23,2025-04-21,Completed,83.76
EP001396,E03083,P025,2024-12-07,,Enrolled,
EP001397,E02888,P002,2024-09-01,,Withdrawn,
EP001398,E00010,P012,2025-06-28,2025-06-30,Completed,76.4
EP001399,E02116,P027,2024-11-28,,Enrolled,
EP001400,E04901,P037,2026-06-29,2026-07-19,Completed,79.65
EP001401,E03845,P014,2026-11-22,2026-12-26,Completed,80.49
EP001402,E01971,P004,2025-12-01,,Enrolled,
EP001403,E03705,P035,2024-09-18,,Enrolled,
EP001404,E01343,P021,2025-02-14,,Enrolled,
EP001405,E04728,P038,2025-06-18,,Enrolled,
EP001406,E04734,P015,2025-02-25,2025-03-17,Completed,77.62
EP001407,E03566,P031,2026-06-27,2026-08-21,Completed,79.79
EP001408,E02274,P018,2026-06-12,,Enrolled,
EP001409,E01006,P034,2025-04-15,2025-08-25,Completed,69.27
EP001410,E00933,P006,2025-06-01,2025-07-01,Completed,79.83
EP001411,E02969,P025,2024-10-31,2024-11-22,Completed,77.87
EP001412,E04212,P005,2025-07-04,,Enrolled,
EP001413,E03909,P032,2024-12-31,,Enrolled,
EP001414,E00286,P018,2026-07-23,,Withdrawn,
EP001415,E02429,P002,2024-08-29,2024-10-21,Completed,93.1
EP001416,E02719,P034,2025-04-09,2025-05-21,Completed,68.45
EP001417,E02325,P005,2025-04-16,,Enrolled,
EP001418,E00667,P019,2026-04-27,2026-04-29,Completed,85.54
EP001419,E01995,P015,2025-04-04,,Enrolled,
EP001420,E00524,P027,2025-02-12,2025-02-15,Completed,80.78
EP001421,E02643,P032,2025-04-12,2025-05-17,Completed,88.29
EP001422,E00742,P018,2026-06-23,2026-07-09,Completed,88.54
EP001423,E04467,P009,2024-11-04,2024-11-13,Completed,87.21
EP001424,E01749,P003,2025-11-24,,Enrolled,
EP001425,E04332,P040,2025-02-16,,Enrolled,
EP001426,E00879,P001,2025-12-24,2026-01-31,Completed,78.23
EP001427,E03808,P022,2024-11-14,2024-12-21,Completed,96.86
EP001428,E04511,P024,2025-03-07,,Enrolled,
EP001429,E04375,P038,2025-04-26,,Enrolled,
EP001430,E03918,P031,2026-06-28,,In Progress,
EP001431,E04660,P040,2025-01-19,2025-02-09,Completed,100.0
EP001432,E00213,P027,2025-01-23,2025-02-09,Completed,86.49
EP001433,E03259,P036,2025-01-25,2025-01-28,Completed,87.39
EP001434,E00065,P006,2025-04-30,2025-08-18,Completed,91.38
EP001435,E04506,P012,2025-05-28,,Enrolled,
EP001436,E04203,P028,2024-06-18,2024-07-08,Completed,85.81
EP001437,E00648,P025,2024-12-08,2024-12-08,Completed,76.28
EP001438,E03633,P002,2024-10-05,,Enrolled,
EP001439,E01451,P032,2025-01-02,,Enrolled,
EP001440,E01834,P005,2025-04-21,,Enrolled,
EP001441,E04844,P013,2025-06-30,2025-07-18,Completed,99.72
EP001442,E01614,P020,2025-12-30,,Enrolled,
EP001443,E03787,P023,2025-06-01,2025-07-04,Completed,90.48
EP001444,E04013,P006,2025-07-30,,Enrolled,
EP001445,E00491,P037,2026-07-07,,Enrolled,
EP001446,E04502,P009,2024-11-17,,Enrolled,
EP001447,E00981,P024,2025-02-11,,Enrolled,
EP001448,E00795,P007,2024-09-18,2024-09-24,Completed,97.87
EP001449,E01935,P007,2024-10-08,,Enrolled,
EP001450,E03323,P017,2024-07-12,2024-07-17,Completed,89.59
EP001451,E00674,P038,2025-05-16,,Withdrawn,
EP001452,E04748,P024,2025-02-15,2025-03-22,Completed,90.84
EP001453,E02932,P029,2026-01-20,2026-04-05,Completed,78.36
EP001454,E03243,P037,2026-07-12,2026-07-18,Completed,98.09
EP001455,E03164,P029,2026-03-15,,Enrolled,
EP001456,E00563,P011,2024-12-12,,Enrolled,
EP001457,E02136,P004,2025-12-17,2026-01-10,Completed,88.82
EP001458,E01957,P017,2024-04-17,2024-07-09,Completed,81.76
EP001459,E02941,P020,2025-12-28,2026-01-04,Completed,80.15
EP001460,E01293,P021,2025-03-23,,Withdrawn,
EP001461,E03637,P007,2024-09-12,2024-10-16,Completed,78.98
EP001462,E02215,P002,2024-11-25,2024-12-15,Completed,78.77
EP001463,E03221,P011,2024-11-12,,Enrolled,
EP001464,E01055,P029,2026-05-14,,Enrolled,
EP001465,E02153,P003,2025-11-08,2025-12-01,Completed,87.38
EP001466,E02925,P016,2024-11-15,2024-11-20,Completed,83.49
EP001467,E04732,P039,2026-05-19,,Enrolled,
EP001468,E03238,P005,2025-05-29,,Enrolled,
EP001469,E02456,P023,2025-08-11,,Enrolled,
EP001470,E02811,P003,2025-11-07,,Enrolled,
EP001471,E00902,P002,2024-09-06,,Enrolled,
EP001472,E01232,P006,2025-05-30,,Enrolled,
EP001473,E02227,P014,2026-10-16,,In Progress,
EP001474,E04735,P018,2026-04-11,2026-07-11,Completed,83.89
EP001475,E04697,P034,2025-06-27,,Enrolled,
EP001476,E01128,P033,2025-03-04,2025-04-04,Completed,71.27
EP001477,E02568,P029,2026-03-30,2026-05-08,Completed,75.69
EP001478,E04602,P005,2025-07-31,,Enrolled,
EP001479,E02678,P004,2025-12-09,2026-02-13,Completed,91.67
EP001480,E00242,P001,2026-02-13,2026-02-18,Completed,81.6
EP001481,E03379,P015,2025-04-16,2025-06-05,Completed,62.34
EP001482,E04552,P006,2025-08-08,2025-08-12,Completed,82.31
EP001483,E02301,P032,2025-02-11,2025-03-10,Completed,96.69
EP001484,E03116,P007,2024-09-22,2024-10-15,Completed,63.97
EP001485,E04867,P011,2024-12-10,2024-12-27,Completed,82.37
EP001486,E00321,P001,2026-02-19,2026-02-20,Completed,100.0
EP001487,E02758,P039,2026-03-17,,Withdrawn,
EP001488,E01973,P035,2024-07-15,2024-07-21,Completed,85.81
EP001489,E02805,P030,2026-06-15,2026-06-17,Completed,91.17
EP001490,E01507,P013,2025-06-10,2025-07-08,Completed,87.56
EP001491,E01045,P010,2024-08-22,,Enrolled,
EP001492,E04642,P001,2025-12-10,,Enrolled,
EP001493,E04638,P008,2024-07-06,2024-10-07,Completed,70.46
EP001494,E00526,P006,2025-05-28,2025-06-29,Completed,76.53
EP001495,E01984,P019,2025-12-18,2026-04-16,Completed,94.51
EP001496,E01527,P013,2025-05-30,2025-07-15,Completed,92.52
EP001497,E00467,P022,2024-11-15,2024-12-30,Completed,80.03
EP001498,E02882,P034,2025-08-11,2025-08-21,Completed,88.65
EP001499,E04874,P009,2024-11-09,2024-12-24,Completed,90.0
EP001500,E00730,P033,2025-01-17,2025-02-19,Completed,84.05
EP001501,E02733,P019,2026-04-03,2026-05-16,Completed,73.73
EP001502,E02656,P012,2025-07-02,2025-07-05,Completed,64.06
EP001503,E01656,P015,2025-02-28,,Enrolled,
EP001504,E02872,P038,2025-04-08,2025-05-16,Completed,88.17
EP001505,E01616,P024,2025-04-30,2025-05-04,Completed,74.53
EP001506,E04073,P027,2024-12-21,,Enrolled,
EP001507,E00633,P012,2025-05-11,,Withdrawn,
EP001508,E02488,P004,2026-01-21,2026-02-18,Completed,91.92
EP001509,E00995,P016,2024-10-01,2024-11-10,Completed,84.1
EP001510,E02217,P011,2025-03-10,2025-03-24,Completed,79.08
EP001511,E01468,P005,2025-07-27,2025-08-08,Completed,87.41
EP001512,E00834,P026,2026-08-01,2026-09-23,Completed,82.85
EP001513,E04584,P032,2025-02-26,,Enrolled,
EP001514,E02862,P029,2026-05-21,2026-05-28,Completed,100.0
EP001515,E03928,P027,2025-01-28,2025-02-09,Completed,91.8
EP001516,E01772,P001,2025-12-16,2026-01-10,Completed,75.22
EP001517,E00846,P040,2025-01-06,2025-01-16,Completed,80.23
EP001518,E03622,P037,2026-06-11,2026-06-26,Completed,77.76
EP001519,E00928,P028,2024-09-06,,Enrolled,
EP001520,E00461,P020,2025-10-31,,Enrolled,
EP001521,E02871,P039,2026-05-28,2026-06-02,Completed,73.67
EP001522,E04863,P035,2024-07-19,,Enrolled,
EP001523,E01180,P035,2024-07-15,,Enrolled,
EP001524,E00577,P025,2024-10-02,,Withdrawn,
EP001525,E01365,P020,2025-11-16,2026-01-05,Completed,77.63
EP001526,E02412,P019,2026-04-13,,Enrolled,
EP001527,E03169,P009,2024-08-23,2024-09-03,Completed,96.71
EP001528,E01215,P036,2025-01-27,2025-02-03,Completed,71.05
EP001529,E04307,P016,2024-10-15,2024-11-14,Completed,86.73
EP001530,E04902,P009,2024-08-04,2024-08-31,Completed,95.17
EP001531,E02171,P005,2025-05-23,2025-05-24,Completed,92.25
EP001532,E04539,P001,2026-02-17,2026-02-19,Completed,77.05
EP001533,E01908,P009,2024-11-07,2024-11-27,Completed,84.58
EP001534,E00557,P030,2026-06-27,2026-07-07,Completed,92.04
EP001535,E00375,P026,2026-09-10,2026-10-06,Completed,76.75
EP001536,E00419,P008,2024-10-16,,Enrolled,
EP001537,E04246,P008,2024-11-11,,Enrolled,
EP001538,E01613,P038,2025-04-02,,Enrolled,
EP001539,E02971,P005,2025-04-13,,Enrolled,
EP001540,E02349,P037,2026-05-17,,Enrolled,
EP001541,E04882,P006,2025-04-27,2025-06-07,Completed,94.01
EP001542,E01621,P009,2024-09-20,2024-12-23,Completed,89.69
EP001543,E04861,P034,2025-08-06,2025-09-16,Completed,91.43
EP001544,E00676,P018,2026-05-15,2026-07-05,Completed,84.54
EP001545,E02403,P036,2024-11-28,2025-01-21,Completed,87.38
EP001546,E01922,P024,2025-02-08,,Enrolled,
EP001547,E04295,P022,2024-11-14,,Enrolled,
EP001548,E00671,P034,2025-08-09,,Enrolled,
EP001549,E00544,P012,2025-05-17,2025-05-18,Completed,82.43
EP001550,E00196,P014,2026-12-08,2026-12-24,Completed,90.12
EP001551,E03469,P040,2024-12-04,2025-01-26,Completed,88.46
EP001552,E02982,P038,2025-04-10,2025-05-16,Completed,80.51
EP001553,E03793,P022,2024-11-26,2024-11-30,Completed,84.17
EP001554,E02677,P003,2025-09-30,,Enrolled,
EP001555,E03111,P009,2024-12-25,,Enrolled,
EP001556,E04392,P038,2025-06-02,2025-06-20,Completed,88.06
EP001557,E02699,P009,2024-08-26,2024-12-08,Completed,92.96
EP001558,E02612,P036,2024-12-02,,Enrolled,
EP001559,E04253,P028,2024-05-25,2024-07-09,Completed,73.61
EP001560,E04317,P016,2024-09-21,,Withdrawn,
EP001561,E02599,P017,2024-03-02,,Enrolled,
EP001562,E03067,P019,2025-12-05,2025-12-23,Completed,72.59
EP001563,E00845,P016,2024-12-09,2024-12-09,Completed,91.84
EP001564,E03584,P033,2025-03-01,2025-03-09,Completed,73.75
EP001565,E01978,P001,2025-12-09,,Enrolled,
EP001566,E02739,P002,2024-11-09,,Withdrawn,
EP001567,E03169,P038,2025-06-24,2025-06-27,Completed,91.5
EP001568,E00252,P023,2025-06-24,2025-06-24,Completed,100.0
EP001569,E03344,P007,2024-10-03,,Enrolled,
EP001570,E04710,P038,2025-06-07,2025-06-19,Completed,99.05
EP001571,E02607,P039,2026-04-21,,Enrolled,
EP001572,E01154,P024,2025-04-28,,Withdrawn,
EP001573,E01801,P002,2024-12-19,2024-12-19,Completed,83.08
EP001574,E00800,P036,2024-12-22,,Enrolled,
EP001575,E01586,P017,2024-02-29,,Enrolled,
EP001576,E00164,P033,2025-02-11,,Enrolled,
EP001577,E04404,P016,2024-10-04,2024-10-18,Completed,82.32
EP001578,E01138,P004,2026-01-18,,Enrolled,
EP001579,E00095,P006,2025-08-12,2025-08-17,Completed,81.48
EP001580,E04233,P016,2024-11-23,,Enrolled,
EP001581,E00087,P025,2024-07-01,2024-11-30,Completed,89.18
EP001582,E00501,P021,2025-02-24,,Withdrawn,
EP001583,E02236,P026,2026-09-11,2026-09-22,Completed,90.11
EP001584,E02171,P010,2024-08-01,2024-08-20,Completed,82.52
EP001585,E04952,P014,2026-10-23,,In Progress,
EP001586,E03265,P007,2024-09-13,,Withdrawn,
EP001587,E04128,P016,2024-12-11,,Enrolled,
EP001588,E04917,P015,2025-05-16,2025-06-07,Completed,68.23
EP001589,E01282,P027,2025-01-21,,Withdrawn,
EP001590,E03580,P016,2024-09-16,2024-10-11,Completed,100.0
EP001591,E04418,P032,2025-02-20,2025-05-16,Completed,100.0
EP001592,E01882,P018,2026-06-21,,Enrolled,
EP001593,E00372,P016,2024-10-04,,Enrolled,
EP001594,E01522,P024,2025-04-28,2025-05-05,Completed,92.64
EP001595,E02538,P022,2024-12-10,2025-01-14,Completed,88.73
EP001596,E00588,P013,2025-06-08,,Enrolled,
EP001597,E00852,P026,2026-09-15,,In Progress,
EP001598,E02931,P040,2025-01-15,2025-01-16,Completed,82.15
EP001599,E01695,P033,2025-02-15,2025-03-16,Completed,89.25
EP001600,E03354,P005,2025-04-12,,Enrolled,
EP001601,E01060,P033,2025-03-06,,Enrolled,
EP001602,E04995,P027,2025-02-16,,Enrolled,
EP001603,E01185,P001,2026-01-24,2026-02-07,Completed,96.02
EP001604,E01934,P020,2025-09-20,,Enrolled,
EP001605,E01755,P003,2025-10-15,2025-11-02,Completed,88.79
EP001606,E02771,P027,2024-12-11,2025-01-14,Completed,92.07
EP001607,E01840,P014,2026-12-18,,Withdrawn,
EP001608,E02762,P018,2026-07-07,,Enrolled,
EP001609,E03371,P026,2026-08-22,2026-09-12,Completed,74.08
EP001610,E04017,P017,2024-07-22,,Enrolled,
EP001611,E01839,P032,2025-02-04,,Enrolled,
EP001612,E01352,P010,2024-07-09,,Enrolled,
EP001613,E02302,P039,2026-04-18,,Enrolled,
EP001614,E01523,P012,2025-05-22,,Enrolled,
EP001615,E03586,P020,2025-10-24,,Enrolled,
EP001616,E03312,P020,2026-01-12,2026-01-20,Completed,84.05
EP001617,E03693,P008,2024-08-29,2024-10-20,Completed,78.4
EP001618,E04951,P009,2024-11-25,2024-12-27,Completed,84.45
EP001619,E03038,P040,2024-11-05,2025-02-26,Completed,81.37
EP001620,E02748,P026,2026-10-06,,In Progress,
EP001621,E00898,P027,2024-11-13,2025-01-11,Completed,67.86
EP001622,E00011,P035,2024-06-28,2024-08-04,Completed,71.95
EP001623,E01464,P032,2025-04-11,2025-05-15,Completed,86.82
EP001624,E02271,P011,2024-10-17,2024-10-31,Completed,90.44
EP001625,E01032,P004,2025-12-18,,Withdrawn,
EP001626,E00586,P019,2025-12-05,2026-03-11,Completed,87.48
EP001627,E02318,P027,2025-01-26,2025-02-16,Completed,60.77
EP001628,E04101,P019,2026-03-13,2026-04-09,Completed,87.6
EP001629,E04191,P030,2026-07-07,2026-07-21,Completed,77.88
EP001630,E02754,P023,2025-06-17,2025-08-10,Completed,79.28
EP001631,E02174,P013,2025-05-23,2025-05-31,Completed,90.76
EP001632,E04283,P020,2026-01-21,2026-01-22,Completed,96.5
EP001633,E01620,P032,2025-04-17,2025-04-29,Completed,81.6
EP001634,E01241,P014,2026-11-30,2026-12-21,Completed,93.82
EP001635,E04096,P011,2025-02-25,,Withdrawn,
EP001636,E02965,P030,2026-08-12,,In Progress,
EP001637,E00478,P030,2026-08-06,,In Progress,
EP001638,E02329,P010,2024-07-24,2024-08-05,Completed,83.6
EP001639,E03202,P009,2024-07-21,2024-10-10,Completed,85.29
EP001640,E04521,P018,2026-04-19,2026-05-07,Completed,92.21
EP001641,E03170,P033,2024-12-14,2024-12-25,Completed,82.46
EP001642,E02456,P010,2024-07-15,2024-08-10,Completed,94.77
EP001643,E02889,P026,2026-07-14,2026-10-02,Completed,92.47
EP001644,E00991,P033,2025-03-23,,Enrolled,
EP001645,E04375,P025,2024-11-25,,Withdrawn,
EP001646,E03435,P035,2024-07-13,2024-07-26,Completed,85.58
EP001647,E03135,P014,2026-10-24,2026-12-11,Completed,69.2
EP001648,E04587,P015,2025-04-09,2025-06-17,Completed,81.91
EP001649,E02941,P002,2024-11-18,2024-12-03,Completed,83.66
EP001650,E03416,P032,2025-01-16,2025-05-11,Completed,87.64
EP001651,E00980,P031,2026-06-23,,In Progress,
EP001652,E03934,P019,2026-01-26,,Enrolled,
EP001653,E04351,P004,2025-10-25,,Enrolled,
EP001654,E00218,P027,2025-02-05,,Withdrawn,
EP001655,E03614,P019,2026-02-08,2026-02-23,Completed,92.54
EP001656,E02008,P030,2026-06-19,,In Progress,
EP001657,E04054,P033,2024-12-31,,Withdrawn,
EP001658,E00488,P019,2026-03-20,2026-03-23,Completed,88.84
EP001659,E03460,P034,2025-05-07,2025-09-19,Completed,86.14
EP001660,E04938,P027,2024-12-29,2025-01-13,Completed,83.91
EP001661,E04289,P035,2024-07-14,2024-08-03,Completed,100.0
EP001662,E04728,P010,2024-07-28,2024-08-17,Completed,63.01
EP001663,E03146,P029,2026-02-14,2026-04-22,Completed,89.11
EP001664,E04095,P019,2026-01-11,2026-05-14,Completed,76.62
EP001665,E02632,P035,2024-09-01,,Withdrawn,
EP001666,E04802,P019,2026-03-13,,Withdrawn,
EP001667,E00921,P004,2025-10-03,2025-12-22,Completed,70.94
EP001668,E01102,P028,2024-07-24,,Enrolled,
EP001669,E03451,P018,2026-05-22,2026-05-27,Completed,79.41
EP001670,E00280,P030,2026-07-04,2026-08-03,Completed,90.46
EP001671,E00174,P028,2024-08-27,,Withdrawn,
EP001672,E02469,P037,2026-07-19,,Enrolled,
EP001673,E03757,P026,2026-09-26,2026-10-18,Completed,82.59
EP001674,E00894,P023,2025-07-05,2025-09-08,Completed,89.23
EP001675,E02497,P037,2026-06-21,2026-07-19,Completed,98.0
EP001676,E02964,P011,2025-02-23,2025-03-09,Completed,90.26
EP001677,E04545,P026,2026-08-15,2026-08-28,Completed,81.78
EP001678,E01994,P004,2025-09-02,2026-01-22,Completed,79.43
EP001679,E02453,P005,2025-05-18,,Enrolled,
EP001680,E04343,P017,2024-03-13,,Enrolled,
EP001681,E00488,P036,2024-12-30,2025-01-12,Completed,82.47
EP001682,E04188,P006,2025-05-20,,Enrolled,
EP001683,E01742,P037,2026-07-12,2026-07-27,Completed,97.17
EP001684,E03265,P013,2025-07-29,,Enrolled,
EP001685,E01657,P016,2024-12-08,2024-12-11,Completed,84.18
EP001686,E02048,P020,2025-11-10,2025-12-11,Completed,73.06
EP001687,E00288,P019,2025-12-20,2026-02-15,Completed,75.91
EP001688,E02149,P013,2025-08-04,,Enrolled,
EP001689,E00771,P036,2024-12-06,2025-01-13,Completed,90.22
EP001690,E03948,P040,2024-11-09,2024-12-24,Completed,91.66
EP001691,E03910,P037,2026-06-01,,Enrolled,
EP001692,E04906,P040,2024-10-27,,Enrolled,
EP001693,E04690,P025,2024-11-21,2024-11-25,Completed,100.0
EP001694,E02627,P008,2024-09-13,2024-09-20,Completed,100.0
EP001695,E02812,P001,2026-01-12,,Enrolled,
EP001696,E01950,P023,2025-08-24,2025-08-27,Completed,89.93
EP001697,E04772,P007,2024-09-21,2024-10-17,Completed,90.99
EP001698,E01309,P030,2026-07-28,,In Progress,
EP001699,E04506,P002,2024-11-25,,Enrolled,
EP001700,E04816,P034,2025-09-18,,Enrolled,
EP001701,E03379,P005,2025-05-13,2025-08-09,Completed,86.94
EP001702,E03422,P003,2025-12-05,2025-12-05,Completed,92.37
EP001703,E02749,P004,2025-09-08,,Withdrawn,
EP001704,E00977,P013,2025-06-14,2025-07-09,Completed,83.05
EP001705,E02751,P004,2025-12-03,2025-12-19,Completed,82.85
EP001706,E04876,P011,2024-11-04,2025-01-30,Completed,91.64
EP001707,E01034,P022,2024-11-26,,Enrolled,
EP001708,E02498,P040,2024-12-01,,Enrolled,
EP001709,E00704,P039,2026-02-28,2026-03-14,Completed,75.57
EP001710,E04479,P011,2025-03-21,2025-03-21,Completed,86.17
EP001711,E03347,P026,2026-09-27,2026-10-07,Completed,76.06
EP001712,E00668,P040,2024-09-12,2025-01-13,Completed,85.08
EP001713,E03019,P003,2025-10-27,,Enrolled,
EP001714,E03534,P032,2025-01-11,2025-01-21,Completed,100.0
EP001715,E03135,P003,2025-11-11,,Enrolled,
EP001716,E00200,P006,2025-07-31,2025-08-06,Completed,68.63
EP001717,E03921,P036,2024-12-01,2025-01-24,Completed,95.95
